t / s;I / A
3481703539.845948;19.965000
3481703539.856949;19.967000
3481703539.867949;19.965000
3481703539.878950;19.972000
3481703539.887950;19.968000
3481703539.900951;19.965000
3481703539.908952;19.968000
3481703539.916952;19.971000
3481703539.926953;19.972000
3481703539.937953;19.968000
3481703539.946954;19.969000
3481703539.955955;19.967000
3481703539.964955;19.968000
3481703539.975955;19.966000
3481703539.985956;19.966000
3481703539.995957;19.964000
3481703540.007957;19.971000
3481703540.018958;19.960000
3481703540.024959;19.967000
3481703540.034959;19.963000
3481703540.045959;19.971000
3481703540.054960;19.967000
3481703540.064960;19.966000
3481703540.074961;19.964000
3481703540.088962;19.963000
3481703540.097962;19.965000
3481703540.107963;19.967000
3481703540.116964;19.967000
3481703540.126964;19.966000
3481703540.136965;19.966000
3481703540.146966;19.970000
3481703540.156966;19.966000
3481703540.167966;19.969000
3481703540.178967;19.967000
3481703540.184968;19.969000
3481703540.195968;19.965000
3481703540.206969;19.963000
3481703540.217969;19.964000
3481703540.228970;19.964000
3481703540.234971;19.970000
3481703540.245971;19.967000
3481703540.256972;19.964000
3481703540.267972;19.969000
3481703540.273973;19.964000
3481703540.283973;19.968000
3481703540.293974;19.964000
3481703540.303974;19.971000
3481703540.314975;19.958000
3481703540.325975;19.969000
3481703540.334976;19.960000
3481703540.344977;19.965000
3481703540.354977;19.960000
3481703540.365978;19.968000
3481703540.376978;19.963000
3481703540.385979;19.969000
3481703540.396980;19.961000
3481703540.407980;19.964000
3481703540.413980;19.965000
3481703540.428981;19.964000
3481703540.433982;19.968000
3481703540.443983;19.967000
3481703540.453983;19.966000
3481703540.466984;19.967000
3481703540.476984;19.965000
3481703540.485985;19.963000
3481703540.495986;19.965000
3481703540.505986;19.968000
3481703540.518987;19.967000
3481703540.528987;19.965000
3481703540.538988;19.964000
3481703540.552989;19.966000
3481703540.562989;19.963000
3481703540.574990;19.965000
3481703540.584990;19.965000
3481703540.593991;19.969000
3481703540.603992;19.968000
3481703540.613992;19.967000
3481703540.624993;19.970000
3481703540.635993;19.968000
3481703540.646994;19.968000
3481703540.656994;19.966000
3481703540.666995;19.961000
3481703540.676996;19.964000
3481703540.687996;19.972000
3481703540.696997;19.970000
3481703540.707997;19.965000
3481703540.716998;19.965000
3481703540.726998;19.970000
3481703540.736999;19.969000
3481703540.748000;19.971000
3481703540.754000;19.971000
3481703540.765001;19.971000
3481703540.776001;19.969000
3481703540.786002;19.960000
3481703540.797002;19.970000
3481703540.808003;19.969000
3481703540.814003;19.969000
3481703540.825004;19.971000
3481703540.836005;19.971000
3481703540.847005;19.964000
3481703540.858006;19.964000
3481703540.864007;19.964000
3481703540.874007;19.971000
3481703540.884007;19.967000
3481703540.895008;19.965000
3481703540.905009;19.960000
3481703540.916009;19.966000
3481703540.925010;19.967000
3481703540.935010;19.960000
3481703540.945011;19.971000
3481703540.955011;19.967000
3481703540.966012;19.967000
3481703540.976013;19.965000
3481703540.985013;19.967000
3481703540.994014;19.966000
3481703541.004014;19.965000
3481703541.014015;19.968000
3481703541.024015;19.969000
3481703541.034016;19.965000
3481703541.047017;19.962000
3481703541.057017;19.967000
3481703541.066018;19.961000
3481703541.075018;19.966000
3481703541.084019;19.967000
3481703541.097020;19.968000
3481703541.106020;19.969000
3481703541.115021;19.969000
3481703541.125021;19.970000
3481703541.135022;19.973000
3481703541.146022;19.969000
3481703541.157023;19.966000
3481703541.166024;19.966000
3481703541.175024;19.966000
3481703541.184025;19.966000
3481703541.201025;19.963000
3481703541.211026;19.965000
3481703541.220026;19.967000
3481703541.230027;19.973000
3481703541.240028;19.972000
3481703541.248028;19.973000
3481703541.254029;19.964000
3481703541.265029;19.969000
3481703541.274030;19.963000
3481703541.288031;19.968000
3481703541.297031;19.964000
3481703541.306032;19.965000
3481703541.315032;19.963000
3481703541.325033;19.968000
3481703541.335033;19.963000
3481703541.344034;19.966000
3481703541.353034;19.963000
3481703541.367035;19.968000
3481703541.376036;19.965000
3481703541.386036;19.966000
3481703541.396037;19.960000
3481703541.406037;19.964000
3481703541.416038;19.966000
3481703541.425038;19.967000
3481703541.434039;19.963000
3481703541.443039;19.968000
3481703541.456040;19.974000
3481703541.466041;19.973000
3481703541.475041;19.971000
3481703541.484042;19.966000
3481703541.493042;19.966000
3481703541.506043;19.966000
3481703541.516044;19.961000
3481703541.526044;19.971000
3481703541.536045;19.971000
3481703541.546045;19.971000
3481703541.556046;19.959000
3481703541.566047;19.966000
3481703541.576047;19.964000
3481703541.585048;19.967000
3481703541.594048;19.970000
3481703541.603049;19.973000
3481703541.642051;19.967000
3481703541.653051;19.971000
3481703541.663052;19.971000
3481703541.677053;19.974000
3481703541.687054;19.966000
3481703541.697054;19.962000
3481703541.706055;19.965000
3481703541.715055;19.966000
3481703541.724056;19.973000
3481703541.734056;19.973000
3481703541.744057;19.968000
3481703541.753057;19.970000
3481703541.768058;19.970000
3481703541.776059;19.973000
3481703541.784059;19.969000
3481703541.793059;19.970000
3481703541.809061;19.966000
3481703541.818061;19.969000
3481703541.827062;19.969000
3481703541.837062;19.965000
3481703541.845063;19.973000
3481703541.857063;19.968000
3481703541.866064;19.967000
3481703541.875064;19.967000
3481703541.884065;19.971000
3481703541.893065;19.961000
3481703541.906066;19.971000
3481703541.915067;19.971000
3481703541.924067;19.968000
3481703541.933067;19.964000
3481703541.943068;19.967000
3481703541.953069;19.968000
3481703541.963069;19.972000
3481703541.977070;19.970000
3481703541.987071;19.963000
3481703541.993071;19.967000
3481703542.007072;19.969000
3481703542.016072;19.969000
3481703542.026073;19.969000
3481703542.035073;19.971000
3481703542.044074;19.969000
3481703542.053074;19.967000
3481703542.067075;19.967000
3481703542.076076;19.968000
3481703542.085076;19.965000
3481703542.094077;19.967000
3481703542.103077;19.965000
3481703542.116078;19.968000
3481703542.125079;19.972000
3481703542.134079;19.963000
3481703542.143079;19.961000
3481703542.156080;19.967000
3481703542.166081;19.967000
3481703542.176081;19.970000
3481703542.185082;19.975000
3481703542.195083;19.968000
3481703542.204083;19.966000
3481703542.213083;19.966000
3481703542.227084;19.967000
3481703542.233085;19.971000
3481703542.247086;19.967000
3481703542.257086;19.967000
3481703542.263086;19.964000
3481703542.273087;19.966000
3481703542.283088;19.964000
3481703542.293088;19.971000
3481703542.303089;19.963000
3481703542.316090;19.970000
3481703542.325090;19.963000
3481703542.335091;19.969000
3481703542.344091;19.967000
3481703542.353092;19.967000
3481703542.363092;19.966000
3481703542.378093;19.963000
3481703542.388093;19.967000
3481703542.397094;19.965000
3481703542.406095;19.965000
3481703542.416095;19.963000
3481703542.425096;19.968000
3481703542.434096;19.970000
3481703542.443097;19.964000
3481703542.453097;19.967000
3481703542.463098;19.959000
3481703542.473098;19.963000
3481703542.486099;19.967000
3481703542.495100;19.968000
3481703542.504100;19.968000
3481703542.513101;19.966000
3481703542.523101;19.969000
3481703542.536102;19.962000
3481703542.546103;19.965000
3481703542.556103;19.969000
3481703542.565104;19.965000
3481703542.575104;19.966000
3481703542.585105;19.972000
3481703542.595105;19.971000
3481703542.605106;19.966000
3481703542.615107;19.965000
3481703542.625107;19.969000
3481703542.635108;19.972000
3481703542.644108;19.966000
3481703542.653109;19.971000
3481703542.663109;19.962000
3481703542.673110;19.963000
3481703542.684111;19.969000
3481703542.694111;19.967000
3481703542.703112;19.965000
3481703542.713112;19.968000
3481703542.723113;19.973000
3481703542.732113;19.969000
3481703542.743114;19.968000
3481703542.752114;19.970000
3481703542.765115;19.966000
3481703542.775115;19.968000
3481703542.785116;19.964000
3481703542.795117;19.969000
3481703542.805118;19.963000
3481703542.815118;19.969000
3481703542.825119;19.974000
3481703542.835119;19.971000
3481703542.845119;19.963000
3481703542.855120;19.970000
3481703542.864121;19.965000
3481703542.873121;19.967000
3481703542.882122;19.972000
3481703542.896122;19.966000
3481703542.906123;19.971000
3481703542.912124;19.966000
3481703542.922124;19.966000
3481703542.933125;19.965000
3481703542.945126;19.963000
3481703542.952126;19.972000
3481703542.966126;19.968000
3481703542.976127;19.965000
3481703542.984128;19.965000
3481703542.992128;19.965000
3481703543.004129;19.973000
3481703543.016129;19.971000
3481703543.027130;19.970000
3481703543.040131;19.966000
3481703543.053132;19.965000
3481703543.065132;19.963000
3481703543.075133;19.965000
3481703543.088134;19.966000
3481703543.097134;19.968000
3481703543.109135;19.967000
3481703543.122136;19.968000
3481703543.132136;19.967000
3481703543.142137;19.964000
3481703543.156137;19.969000
3481703543.165138;19.966000
3481703543.176138;19.965000
3481703543.185139;19.963000
3481703543.198140;19.965000
3481703543.204140;19.967000
3481703543.215141;19.965000
3481703543.227141;19.965000
3481703543.233142;19.966000
3481703543.245142;19.966000
3481703543.256143;19.970000
3481703543.263144;19.969000
3481703543.274144;19.971000
3481703543.287145;19.970000
3481703543.293145;19.964000
3481703543.304146;19.968000
3481703543.317147;19.968000
3481703543.323147;19.972000
3481703543.334148;19.971000
3481703543.345148;19.968000
3481703543.356149;19.973000
3481703543.362149;19.972000
3481703543.373150;19.970000
3481703543.384151;19.968000
3481703543.395151;19.968000
3481703543.406152;19.972000
3481703543.412152;7.417000
3481703543.423153;18.984000
3481703543.434154;19.829000
3481703543.445154;19.997000
3481703543.456155;20.037000
3481703543.462155;20.056000
3481703543.473155;20.071000
3481703543.484156;20.075000
3481703543.495157;20.074000
3481703543.506157;20.079000
3481703543.512158;20.077000
3481703543.523159;20.074000
3481703543.534159;20.072000
3481703543.545160;20.067000
3481703543.556160;20.067000
3481703543.562160;20.068000
3481703543.573161;20.057000
3481703543.584162;20.056000
3481703543.595162;20.045000
3481703543.606163;20.046000
3481703543.632164;20.030000
3481703543.642165;20.026000
3481703543.653166;20.018000
3481703543.669167;20.016000
3481703543.678167;20.011000
3481703543.684168;20.011000
3481703543.694168;20.002000
3481703543.705169;19.999000
3481703543.716169;19.994000
3481703543.722170;19.998000
3481703543.734170;19.993000
3481703543.742171;19.992000
3481703543.759172;19.985000
3481703543.768172;19.990000
3481703543.777173;19.989000
3481703543.788174;19.985000
3481703543.800174;19.987000
3481703543.809175;19.984000
3481703543.818175;19.982000
3481703543.826176;19.989000
3481703543.832176;19.989000
3481703543.843177;19.987000
3481703543.854177;19.981000
3481703543.865178;19.985000
3481703543.871179;19.987000
3481703543.882179;19.991000
3481703543.893179;19.984000
3481703543.904181;19.987000
3481703543.915181;19.988000
3481703543.921181;19.987000
3481703543.932182;19.983000
3481703543.943182;19.991000
3481703543.954183;19.990000
3481703543.965184;19.990000
3481703543.971184;19.987000
3481703543.982185;19.989000
3481703543.993186;19.986000
3481703544.005186;19.995000
3481703544.011187;19.992000
3481703544.022187;19.991000
3481703544.033187;19.986000
3481703544.044188;19.986000
3481703544.055189;19.987000
3481703544.061189;19.987000
3481703544.072190;19.986000
3481703544.083190;19.995000
3481703544.094191;19.988000
3481703544.105192;19.987000
3481703544.111192;19.987000
3481703544.122193;19.988000
3481703544.133193;19.991000
3481703544.144194;19.996000
3481703544.155195;19.989000
3481703544.161195;19.989000
3481703544.172195;19.990000
3481703544.183196;19.988000
3481703544.194197;19.990000
3481703544.205197;19.995000
3481703544.211198;19.990000
3481703544.222198;19.996000
3481703544.233199;19.983000
3481703544.244200;19.995000
3481703544.255200;19.986000
3481703544.261201;19.994000
3481703544.272202;19.984000
3481703544.283202;19.991000
3481703544.294203;19.985000
3481703544.305203;19.988000
3481703544.311203;19.987000
3481703544.323204;19.993000
3481703544.336205;19.990000
3481703544.347206;19.988000
3481703544.357206;19.997000
3481703544.368207;19.989000
3481703544.379208;19.988000
3481703544.389208;19.989000
3481703544.399209;19.991000
3481703544.410209;19.994000
3481703544.420210;19.990000
3481703544.430211;19.988000
3481703544.440211;19.988000
3481703544.450212;19.990000
3481703544.460212;19.987000
3481703544.467213;19.992000
3481703544.473213;19.984000
3481703544.484213;19.988000
3481703544.495214;19.986000
3481703544.501215;19.989000
3481703544.512215;19.987000
3481703544.523216;19.994000
3481703544.534216;19.994000
3481703544.545217;19.999000
3481703544.551217;19.984000
3481703544.562218;19.991000
3481703544.573218;19.987000
3481703544.584219;19.992000
3481703544.595220;19.988000
3481703544.601220;19.990000
3481703544.612221;19.982000
3481703544.623221;19.986000
3481703544.634222;19.985000
3481703544.645223;19.987000
3481703544.651223;19.984000
3481703544.662224;19.992000
3481703544.673224;19.987000
3481703544.684225;19.993000
3481703544.695226;19.983000
3481703544.701226;19.990000
3481703544.712226;19.990000
3481703544.723227;19.994000
3481703544.734228;19.989000
3481703544.745228;19.988000
3481703544.751229;19.987000
3481703544.762229;19.987000
3481703544.773230;19.983000
3481703544.784231;19.993000
3481703544.795231;19.988000
3481703544.801231;19.991000
3481703544.812232;19.981000
3481703544.823233;19.988000
3481703544.834233;19.981000
3481703544.845234;19.993000
3481703544.851234;19.983000
3481703544.862235;19.992000
3481703544.873236;19.984000
3481703544.884236;19.990000
3481703544.895237;19.988000
3481703544.901237;19.995000
3481703544.912238;19.989000
3481703544.923239;19.992000
3481703544.934239;19.993000
3481703544.945240;19.986000
3481703544.951240;19.987000
3481703544.962241;19.989000
3481703544.973241;19.994000
3481703544.984242;19.987000
3481703544.995243;19.986000
3481703545.006243;19.983000
3481703545.017244;19.986000
3481703545.026244;19.993000
3481703545.037245;19.988000
3481703545.048246;19.999000
3481703545.059246;19.989000
3481703545.069247;19.997000
3481703545.079247;19.984000
3481703545.089248;19.987000
3481703545.096249;19.983000
3481703545.102249;19.992000
3481703545.113249;19.986000
3481703545.124250;19.994000
3481703545.130250;19.988000
3481703545.141251;19.989000
3481703545.152252;19.988000
3481703545.163252;19.994000
3481703545.174253;19.991000
3481703545.185254;19.986000
3481703545.191254;19.984000
3481703545.202254;19.988000
3481703545.213255;19.986000
3481703545.224256;19.989000
3481703545.230256;19.993000
3481703545.241257;19.994000
3481703545.252257;19.989000
3481703545.263258;19.990000
3481703545.274259;19.988000
3481703545.280259;19.990000
3481703545.291260;19.990000
3481703545.302260;19.995000
3481703545.313261;19.987000
3481703545.325262;19.988000
3481703545.331262;19.983000
3481703545.342262;19.992000
3481703545.353263;19.977000
3481703545.364264;19.993000
3481703545.370264;19.986000
3481703545.381265;19.996000
3481703545.392265;19.986000
3481703545.403266;19.990000
3481703545.414267;19.985000
3481703545.420267;19.993000
3481703545.431268;19.991000
3481703545.442268;19.995000
3481703545.453269;19.984000
3481703545.464270;19.985000
3481703545.470270;19.982000
3481703545.481270;19.993000
3481703545.492271;19.989000
3481703545.503272;19.996000
3481703545.514272;19.990000
3481703545.520273;19.989000
3481703545.531273;19.984000
3481703545.542274;19.985000
3481703545.553275;19.984000
3481703545.564275;19.993000
3481703545.570276;19.989000
3481703545.581276;19.987000
3481703545.592277;19.989000
3481703545.603278;19.988000
3481703545.633279;19.993000
3481703545.643280;19.994000
3481703545.652280;19.989000
3481703545.662281;19.993000
3481703545.673282;19.987000
3481703545.684282;19.992000
3481703545.694283;19.988000
3481703545.704283;19.994000
3481703545.711284;19.989000
3481703545.722284;19.989000
3481703545.733285;19.986000
3481703545.744286;19.994000
3481703545.750286;19.992000
3481703545.761287;19.993000
3481703545.772287;19.989000
3481703545.783288;19.993000
3481703545.794289;19.990000
3481703545.800289;19.987000
3481703545.811289;19.986000
3481703545.822290;19.992000
3481703545.833291;19.994000
3481703545.844291;19.989000
3481703545.850292;19.988000
3481703545.861292;19.996000
3481703545.872293;19.991000
3481703545.883294;19.993000
3481703545.894294;19.991000
3481703545.900294;19.999000
3481703545.911295;19.983000
3481703545.922296;19.991000
3481703545.933296;19.983000
3481703545.944297;19.989000
3481703545.950297;19.991000
3481703545.961298;19.997000
3481703545.972299;19.983000
3481703545.983299;19.992000
3481703545.994300;19.987000
3481703546.000300;19.993000
3481703546.011301;19.991000
3481703546.022301;19.991000
3481703546.033302;19.987000
3481703546.044302;19.995000
3481703546.050303;19.979000
3481703546.061304;19.988000
3481703546.072304;19.989000
3481703546.083305;19.994000
3481703546.094306;19.992000
3481703546.100306;19.990000
3481703546.111307;19.988000
3481703546.122307;19.989000
3481703546.133308;19.993000
3481703546.144309;19.990000
3481703546.150309;19.982000
3481703546.161309;19.989000
3481703546.172310;19.984000
3481703546.183311;19.990000
3481703546.194311;19.992000
3481703546.200312;19.994000
3481703546.211312;19.991000
3481703546.224313;19.997000
3481703546.235313;19.987000
3481703546.245314;19.994000
3481703546.255315;19.986000
3481703546.265316;19.999000
3481703546.275316;19.986000
3481703546.286316;19.995000
3481703546.296317;19.986000
3481703546.305317;19.992000
3481703546.316318;19.988000
3481703546.326319;19.990000
3481703546.336319;19.992000
3481703546.342319;19.989000
3481703546.353321;19.993000
3481703546.359321;19.988000
3481703546.370321;19.989000
3481703546.381322;19.994000
3481703546.392323;19.989000
3481703546.403323;19.998000
3481703546.414324;19.990000
3481703546.420324;19.990000
3481703546.432325;19.986000
3481703546.443326;19.994000
3481703546.449326;19.982000
3481703546.460327;19.995000
3481703546.472327;19.991000
3481703546.483328;19.992000
3481703546.489328;19.984000
3481703546.500329;19.991000
3481703546.511329;19.985000
3481703546.522330;19.997000
3481703546.533330;19.990000
3481703546.539331;19.992000
3481703546.550332;19.987000
3481703546.562332;19.988000
3481703546.573333;19.988000
3481703546.579333;19.985000
3481703546.590334;19.987000
3481703546.601335;19.990000
3481703546.612335;19.984000
3481703546.623336;19.990000
3481703546.629336;19.985000
3481703546.640337;19.984000
3481703546.651338;19.988000
3481703546.662338;19.999000
3481703546.673339;19.989000
3481703546.679339;19.990000
3481703546.690340;19.990000
3481703546.701340;19.992000
3481703546.712341;19.986000
3481703546.723341;19.998000
3481703546.730342;19.988000
3481703546.742342;19.994000
3481703546.753343;19.989000
3481703546.759344;19.989000
3481703546.770344;19.984000
3481703546.781345;19.992000
3481703546.792346;19.985000
3481703546.803346;19.989000
3481703546.809346;19.985000
3481703546.820347;19.988000
3481703546.831347;19.984000
3481703546.843349;19.990000
3481703546.854349;19.991000
3481703546.864349;19.993000
3481703546.874350;19.987000
3481703546.884351;19.992000
3481703546.894351;19.985000
3481703546.905352;19.991000
3481703546.915352;19.992000
3481703546.943354;19.995000
3481703546.953355;19.986000
3481703546.964355;19.989000
3481703546.971356;19.989000
3481703546.982356;19.992000
3481703546.993357;19.985000
3481703546.999357;19.993000
3481703547.010358;19.985000
3481703547.021358;19.989000
3481703547.032359;19.989000
3481703547.039360;19.992000
3481703547.050360;19.994000
3481703547.061361;19.994000
3481703547.072361;19.990000
3481703547.083362;19.987000
3481703547.089363;19.987000
3481703547.100363;19.991000
3481703547.111364;19.988000
3481703547.122365;19.991000
3481703547.133365;19.993000
3481703547.139365;19.986000
3481703547.151366;19.988000
3481703547.163367;19.989000
3481703547.169367;19.988000
3481703547.186368;19.995000
3481703547.194368;19.987000
3481703547.200369;19.991000
3481703547.212369;19.985000
3481703547.223370;19.992000
3481703547.229371;19.988000
3481703547.240371;19.996000
3481703547.251372;19.990000
3481703547.262372;19.989000
3481703547.273373;19.985000
3481703547.279373;19.992000
3481703547.290374;19.985000
3481703547.301374;19.992000
3481703547.312375;19.985000
3481703547.323376;19.996000
3481703547.330376;19.987000
3481703547.342377;19.986000
3481703547.349377;19.986000
3481703547.367378;19.995000
3481703547.372379;19.987000
3481703547.380379;19.986000
3481703547.391380;19.983000
3481703547.402380;19.990000
3481703547.413381;19.986000
3481703547.419381;19.994000
3481703547.430382;19.986000
3481703547.441382;19.991000
3481703547.452383;19.992000
3481703547.459383;19.989000
3481703547.472384;19.990000
3481703547.479385;19.990000
3481703547.490386;19.989000
3481703547.500386;19.993000
3481703547.510386;19.986000
3481703547.520387;19.989000
3481703547.531388;19.986000
3481703547.540388;19.989000
3481703547.549389;19.985000
3481703547.559389;19.994000
3481703547.569390;19.994000
3481703547.579391;19.989000
3481703547.603392;19.989000
3481703547.609392;19.989000
3481703547.620393;19.994000
3481703547.631393;19.990000
3481703547.642394;19.990000
3481703547.648395;19.987000
3481703547.659395;19.992000
3481703547.670396;19.992000
3481703547.681396;19.989000
3481703547.693397;19.992000
3481703547.699397;19.992000
3481703547.710398;19.986000
3481703547.721399;19.987000
3481703547.732399;19.990000
3481703547.738400;19.989000
3481703547.749400;19.988000
3481703547.760401;19.997000
3481703547.771401;19.988000
3481703547.782402;19.994000
3481703547.788403;19.985000
3481703547.799403;19.987000
3481703547.810404;19.987000
3481703547.821404;19.989000
3481703547.832405;19.987000
3481703547.838405;19.992000
3481703547.849406;19.983000
3481703547.860406;19.991000
3481703547.871407;19.985000
3481703547.882408;19.994000
3481703547.888408;19.987000
3481703547.899409;19.991000
3481703547.910409;19.985000
3481703547.921410;19.994000
3481703547.932411;19.987000
3481703547.938411;19.988000
3481703547.949411;19.992000
3481703547.960412;19.993000
3481703547.971413;19.986000
3481703547.982413;19.991000
3481703547.988414;19.989000
3481703547.999414;19.989000
3481703548.010415;19.989000
3481703548.021416;19.995000
3481703548.032416;19.986000
3481703548.038417;19.987000
3481703548.049417;19.982000
3481703548.060418;19.985000
3481703548.071419;19.989000
3481703548.082419;19.995000
3481703548.088419;19.988000
3481703548.099420;19.995000
3481703548.110421;19.988000
3481703548.119421;19.993000
3481703548.130422;19.988000
3481703548.140423;19.991000
3481703548.150423;19.989000
3481703548.161424;19.992000
3481703548.171424;19.986000
3481703548.182425;19.994000
3481703548.193426;19.984000
3481703548.202426;19.995000
3481703548.212427;19.983000
3481703548.223427;19.989000
3481703548.233428;19.995000
3481703548.239428;19.992000
3481703548.250429;19.989000
3481703548.261429;19.988000
3481703548.272430;19.989000
3481703548.278430;19.985000
3481703548.289431;19.985000
3481703548.300432;19.988000
3481703548.311432;19.989000
3481703548.322433;19.992000
3481703548.328434;19.993000
3481703548.339434;19.989000
3481703548.350435;19.991000
3481703548.361435;19.999000
3481703548.372436;19.986000
3481703548.378436;19.992000
3481703548.389437;19.986000
3481703548.400437;19.993000
3481703548.411438;19.989000
3481703548.422439;19.993000
3481703548.428439;14.325000
3481703548.439440;21.381000
3481703548.450440;24.733000
3481703548.461441;29.072000
3481703548.472442;30.160000
3481703548.478442;30.167000
3481703548.489442;30.149000
3481703548.500443;30.130000
3481703548.511444;30.111000
3481703548.522444;30.101000
3481703548.529445;30.087000
3481703548.540445;30.079000
3481703548.551446;30.070000
3481703548.558446;30.062000
3481703548.569447;30.045000
3481703548.581448;30.046000
3481703548.592448;30.040000
3481703548.598449;30.040000
3481703548.609449;30.026000
3481703548.620450;30.017000
3481703548.631451;30.013000
3481703548.642451;30.008000
3481703548.648452;29.994000
3481703548.659452;29.992000
3481703548.670453;29.984000
3481703548.681454;29.982000
3481703548.692454;29.974000
3481703548.698454;29.963000
3481703548.709455;29.956000
3481703548.720456;29.951000
3481703548.731456;29.950000
3481703548.743457;29.951000
3481703548.754457;29.940000
3481703548.765458;29.944000
3481703548.776459;29.934000
3481703548.787459;29.944000
3481703548.797460;29.943000
3481703548.807461;29.939000
3481703548.818461;29.945000
3481703548.829462;29.943000
3481703548.840463;29.947000
3481703548.849463;29.943000
3481703548.859464;29.947000
3481703548.870464;29.944000
3481703548.881465;29.953000
3481703548.887465;29.949000
3481703548.898466;29.954000
3481703548.909467;29.949000
3481703548.920467;29.953000
3481703548.931468;29.949000
3481703548.937468;29.948000
3481703548.948469;29.948000
3481703548.959469;29.949000
3481703548.970470;29.952000
3481703548.981471;29.948000
3481703548.987471;29.950000
3481703548.998472;29.953000
3481703549.009472;29.947000
3481703549.020473;29.956000
3481703549.031474;29.949000
3481703549.037474;29.955000
3481703549.048474;29.950000
3481703549.059475;29.950000
3481703549.070476;29.952000
3481703549.081476;29.949000
3481703549.087477;29.944000
3481703549.098477;29.952000
3481703549.109478;29.952000
3481703549.120479;29.944000
3481703549.131479;29.949000
3481703549.137480;29.952000
3481703549.148480;29.948000
3481703549.159481;29.950000
3481703549.170482;29.948000
3481703549.181482;29.945000
3481703549.187482;29.946000
3481703549.198483;29.945000
3481703549.209484;29.948000
3481703549.220484;29.949000
3481703549.231485;29.947000
3481703549.237485;29.948000
3481703549.248486;29.947000
3481703549.259487;29.953000
3481703549.270487;29.949000
3481703549.281488;29.947000
3481703549.287488;29.946000
3481703549.298489;29.948000
3481703549.309489;29.955000
3481703549.320490;29.956000
3481703549.331491;29.944000
3481703549.337491;29.950000
3481703549.348492;29.947000
3481703549.359492;29.953000
3481703549.370493;29.953000
3481703549.380494;29.949000
3481703549.391494;29.951000
3481703549.402495;29.950000
3481703549.412495;29.948000
3481703549.422496;29.952000
3481703549.432497;29.949000
3481703549.441497;29.947000
3481703549.452497;29.949000
3481703549.463498;29.954000
3481703549.473499;29.944000
3481703549.483500;29.949000
3481703549.492500;29.946000
3481703549.498500;29.952000
3481703549.510501;29.946000
3481703549.521502;29.947000
3481703549.527502;29.948000
3481703549.538503;29.949000
3481703549.550503;29.951000
3481703549.562504;29.956000
3481703549.568504;29.949000
3481703549.579505;29.950000
3481703549.590506;29.951000
3481703549.597506;29.954000
3481703549.610507;29.949000
3481703549.617507;29.947000
3481703549.627508;29.946000
3481703549.639508;29.955000
3481703549.650509;29.952000
3481703549.661510;29.953000
3481703549.667510;29.946000
3481703549.678511;29.952000
3481703549.689511;29.956000
3481703549.700512;29.952000
3481703549.711513;29.958000
3481703549.717513;29.947000
3481703549.728513;29.947000
3481703549.739514;29.951000
3481703549.750515;29.952000
3481703549.761515;29.948000
3481703549.767516;29.949000
3481703549.778516;29.950000
3481703549.789517;29.953000
3481703549.800518;29.953000
3481703549.811518;29.944000
3481703549.817519;29.950000
3481703549.828519;29.950000
3481703549.839519;29.947000
3481703549.850521;29.948000
3481703549.861521;29.946000
3481703549.867521;29.949000
3481703549.878522;29.953000
3481703549.889523;29.950000
3481703549.900523;29.950000
3481703549.906524;29.951000
3481703549.917524;29.952000
3481703549.928525;29.954000
3481703549.939526;29.948000
3481703549.950526;29.950000
3481703549.956526;29.950000
3481703549.967527;29.951000
3481703549.978528;29.950000
3481703549.989528;29.948000
3481703550.000529;29.944000
3481703550.010530;29.949000
3481703550.020530;29.951000
3481703550.031531;29.952000
3481703550.042531;29.948000
3481703550.054532;29.944000
3481703550.064533;29.952000
3481703550.073533;29.940000
3481703550.084534;29.946000
3481703550.095534;29.943000
3481703550.105535;29.951000
3481703550.115536;29.946000
3481703550.125536;29.944000
3481703550.131536;29.946000
3481703550.137537;29.954000
3481703550.148538;29.945000
3481703550.160538;29.950000
3481703550.166539;29.952000
3481703550.177539;29.956000
3481703550.188540;29.954000
3481703550.199540;29.947000
3481703550.210541;29.955000
3481703550.216541;29.956000
3481703550.227542;29.953000
3481703550.237543;29.956000
3481703550.249543;29.947000
3481703550.260544;29.950000
3481703550.266544;29.950000
3481703550.277545;29.949000
3481703550.288546;29.947000
3481703550.299546;29.949000
3481703550.310547;29.944000
3481703550.316547;29.953000
3481703550.327548;29.954000
3481703550.338548;29.946000
3481703550.349549;29.947000
3481703550.360549;29.947000
3481703550.366550;29.948000
3481703550.377551;29.947000
3481703550.389551;29.943000
3481703550.400552;29.950000
3481703550.406552;29.951000
3481703550.417553;29.954000
3481703550.428554;29.952000
3481703550.439554;29.951000
3481703550.450555;29.949000
3481703550.458555;29.956000
3481703550.469556;29.951000
3481703550.480556;29.955000
3481703550.486557;29.945000
3481703550.497557;29.947000
3481703550.508558;29.945000
3481703550.519558;29.954000
3481703550.530559;29.952000
3481703550.536560;29.951000
3481703550.547560;29.949000
3481703550.559561;29.956000
3481703550.570561;29.950000
3481703550.576562;29.953000
3481703550.587563;29.946000
3481703550.598563;29.951000
3481703550.609564;29.954000
3481703550.620564;29.951000
3481703550.627565;29.941000
3481703550.638566;29.949000
3481703550.650566;29.946000
3481703550.661567;29.952000
3481703550.673567;29.951000
3481703550.684568;29.946000
3481703550.696569;29.949000
3481703550.708570;29.954000
3481703550.720570;29.948000
3481703550.730571;29.948000
3481703550.741571;29.951000
