t / s;I / A
53.168000;39.967188
53.206000;39.967968
53.244000;39.969558
53.282000;39.967188
53.320000;39.967188
53.358000;39.967968
53.396000;39.967188
53.434000;39.967968
53.472000;39.967188
53.510000;39.967188
53.548000;39.969558
53.586000;39.967188
53.625000;39.967968
53.663000;39.967968
53.701000;39.966393
53.739000;39.966393
53.777000;39.965598
53.815000;39.964803
53.853000;39.967968
53.891000;39.966393
53.929000;39.965598
53.967000;39.966393
54.005000;39.966393
54.043000;39.966393
54.081000;39.968763
54.120000;39.965598
54.158000;39.967188
54.196000;39.967188
54.234000;39.967968
54.272000;39.967188
54.310000;39.967188
54.348000;39.966393
54.386000;39.967968
54.424000;39.969558
54.462000;34.196840
54.500000;48.849007
54.538000;50.093542
54.576000;50.059478
54.614000;50.038089
54.653000;50.017494
54.691000;49.995310
54.729000;49.973921
54.767000;49.949367
54.805000;49.934322
54.843000;49.925608
54.881000;49.923223
54.919000;49.924813
54.957000;49.928773
54.995000;49.930348
55.033000;49.930348
55.071000;49.929568
55.110000;49.929568
55.148000;49.930348
55.186000;49.930348
55.224000;49.931143
55.262000;49.928773
55.300000;49.930348
55.338000;49.930348
55.376000;49.929568
55.414000;49.928773
55.452000;49.931143
55.490000;49.929568
55.529000;49.931937
55.567000;49.931143
55.605000;49.932732
55.643000;49.931937
55.681000;49.931937
55.719000;49.932732
55.757000;49.931143
55.795000;49.931937
55.833000;49.927978
55.871000;49.929568
55.909000;49.932732
55.947000;49.931937
55.986000;49.932732
56.024000;49.931937
56.062000;49.931143
56.100000;49.930348
56.138000;49.931937
56.176000;49.931937
56.214000;49.931143
56.252000;49.930348
56.290000;49.932732
56.328000;49.932732
56.366000;49.932732
56.405000;49.932732
56.443000;49.933527
56.481000;49.931937
56.519000;49.930348
56.557000;49.928773
56.595000;49.930348
56.633000;49.931143
56.671000;49.932732
56.709000;49.932732
56.747000;49.933527
56.785000;49.931143
56.823000;49.931143
56.861000;49.928773
56.899000;49.931937
56.937000;49.931143
56.975000;49.931937
57.013000;49.931143
57.052000;49.931937
57.090000;49.930348
57.128000;49.929568
57.166000;49.929568
57.204000;49.931143
57.242000;49.930348
57.280000;49.931143
57.318000;49.930348
57.356000;49.930348
57.394000;49.931937
57.432000;49.929568
57.470000;49.930348
57.509000;49.930348
57.547000;49.932732
57.585000;49.932732
57.623000;49.930348
57.661000;49.931143
57.699000;49.931143
57.737000;49.932732
57.775000;49.934322
57.813000;49.931937
57.851000;49.931937
57.889000;49.930348
57.927000;49.931143
57.966000;49.931143
58.004000;49.932732
58.042000;49.932732
58.082000;49.931143
58.120000;49.930348
58.158000;49.931143
58.196000;49.931143
58.234000;49.931143
58.272000;49.929568
58.310000;49.930348
58.348000;49.929568
58.386000;49.931143
58.424000;49.930348
58.462000;49.931143
58.501000;49.930348
58.539000;49.932732
58.577000;49.931143
58.615000;49.930348
58.653000;49.931937
58.691000;49.931937
58.729000;49.932732
58.767000;49.931937
58.805000;49.931937
58.843000;49.930348
58.881000;49.930348
58.919000;49.930348
58.957000;49.928773
58.995000;49.931143
59.034000;49.930348
59.072000;49.930348
59.110000;49.931937
59.148000;49.929568
59.186000;49.929568
59.224000;49.931143
59.262000;49.929568
59.300000;49.931937
59.338000;49.932732
59.376000;49.931143
59.414000;49.931937
59.452000;43.343264
59.491000;49.909228
59.529000;50.069242
59.567000;50.064488
59.605000;50.058158
59.643000;50.051813
59.681000;50.043893
59.719000;50.037564
59.757000;50.027259
59.795000;50.020929
59.833000;50.015379
59.872000;50.004280
59.910000;49.990825
59.948000;49.972601
59.986000;49.959926
60.024000;49.958337
60.062000;49.958337
60.100000;49.961501
60.138000;49.962296
60.176000;49.963091
60.214000;49.965476
60.252000;49.963091
60.290000;49.963091
60.328000;49.963886
60.366000;49.962296
60.404000;49.963886
60.442000;49.963091
60.480000;49.964681
60.518000;49.963091
60.556000;49.963886
60.596000;49.965476
60.634000;49.963091
60.673000;49.964681
60.711000;49.965476
60.749000;49.964681
60.787000;49.963091
60.825000;49.964681
60.863000;49.963091
60.901000;49.963091
60.939000;49.961501
60.977000;49.963091
61.015000;49.961501
61.053000;49.962296
61.091000;49.961501
61.129000;49.965476
61.167000;49.965476
61.205000;49.965476
61.243000;49.966256
61.282000;49.964681
61.320000;49.963091
61.357000;49.963886
61.396000;49.963091
61.434000;49.964681
61.472000;49.962296
61.510000;49.964681
61.548000;49.963886
61.586000;49.965476
61.624000;49.964681
61.662000;49.961501
61.700000;49.963091
61.738000;49.961501
61.776000;49.963091
61.814000;49.965476
61.854000;49.963886
61.892000;49.965476
61.930000;49.963886
61.969000;49.964681
62.007000;49.963886
62.045000;49.964681
62.083000;49.963886
62.121000;49.965476
62.159000;49.963091
62.197000;49.963091
62.235000;49.964681
62.273000;49.964681
62.311000;49.963886
62.349000;49.965476
62.387000;49.964681
62.425000;49.963886
62.463000;49.965476
62.501000;49.966256
62.540000;49.963886
62.578000;49.963091
62.616000;49.963886
62.654000;49.964681
62.692000;49.965476
62.730000;49.963886
62.768000;49.963886
62.806000;49.965476
62.844000;49.964681
62.882000;49.965476
62.920000;49.963886
62.958000;49.965476
62.996000;49.964681
63.035000;49.964681
63.073000;49.964681
63.112000;49.963886
63.150000;49.963886
63.188000;49.964681
63.226000;49.962296
63.264000;49.964681
63.302000;49.964681
63.340000;49.963886
63.378000;49.963886
63.416000;49.961501
63.454000;49.963091
63.493000;49.965476
63.531000;49.963886
63.569000;49.963091
63.607000;49.963091
63.645000;49.963886
63.683000;49.964681
63.721000;49.962296
63.759000;49.964681
63.797000;49.966256
63.835000;49.963886
63.874000;49.963091
63.912000;49.963886
63.950000;49.963091
63.988000;49.963091
64.026000;49.963091
64.064000;49.963886
64.102000;49.963886
64.140000;49.962296
64.178000;49.962296
64.216000;49.963886
64.254000;49.964681
64.292000;49.963886
64.330000;49.964681
64.368000;49.965476
64.406000;49.966256
64.444000;28.789028
64.482000;60.084705
64.520000;60.053806
64.558000;60.029252
64.596000;60.009453
64.635000;59.988843
64.673000;59.965084
64.711000;59.946860
64.749000;59.929431
64.787000;59.915181
64.825000;59.906466
64.863000;59.903287
64.901000;59.905671
64.939000;59.908836
64.977000;59.906466
65.015000;59.908041
65.053000;59.908836
65.091000;59.909631
65.129000;59.908836
65.167000;59.908836
65.206000;59.909631
65.244000;59.908041
65.282000;59.908041
65.320000;59.911221
65.358000;59.911221
65.396000;59.908041
65.434000;59.909631
65.472000;59.907246
65.510000;59.908836
65.548000;59.910426
65.586000;59.909631
65.624000;59.908836
65.662000;59.909631
65.701000;59.908836
65.739000;59.911221
65.777000;59.910426
65.815000;59.909631
65.853000;59.907246
65.891000;59.908836
65.929000;59.909631
65.967000;59.910426
66.005000;59.908041
66.043000;59.909631
66.081000;59.908836
66.119000;59.911221
66.157000;59.910426
66.195000;59.910426
66.234000;59.909631
66.272000;59.909631
66.310000;59.907246
66.348000;59.908041
66.386000;59.908041
66.424000;59.908836
66.462000;59.909631
66.500000;59.910426
66.539000;59.910426
66.577000;59.909631
66.615000;59.909631
66.653000;59.909631
66.691000;59.909631
66.729000;59.908836
66.767000;59.911221
66.805000;59.911221
66.843000;59.912001
66.881000;59.908836
66.919000;59.908836
66.957000;59.912001
66.995000;59.910426
67.033000;59.910426
67.071000;59.911221
67.109000;59.910426
67.147000;59.911221
67.185000;59.906466
67.223000;59.908836
67.261000;59.908836
67.300000;59.909631
67.338000;59.909631
67.376000;59.912001
67.414000;59.910426
67.452000;59.911221
67.490000;59.908836
67.528000;59.910426
67.566000;59.908041
67.604000;59.908836
67.642000;59.909631
67.680000;59.908836
67.718000;59.908041
67.756000;59.910426
67.794000;59.910426
67.833000;59.911221
67.871000;59.908836
67.909000;59.910426
67.947000;59.911221
67.985000;59.911221
68.023000;59.910426
68.061000;59.910426
68.099000;59.908836
68.137000;59.912001
68.175000;59.909631
68.214000;59.910426
68.252000;59.910426
68.290000;59.909631
68.328000;59.911221
68.366000;59.910426
68.404000;59.908041
68.442000;59.909631
68.480000;59.908836
68.518000;59.908041
68.556000;59.910426
68.594000;59.909631
68.632000;59.909631
68.670000;59.909631
68.708000;59.908836
68.746000;59.909631
68.784000;59.911221
68.822000;59.910426
68.860000;59.911221
68.898000;59.910426
68.937000;59.908836
68.975000;59.912001
69.013000;59.911221
69.051000;59.912001
69.089000;59.912001
69.127000;59.910426
69.165000;59.912796
69.204000;59.911221
69.242000;59.910426
69.280000;59.912001
69.318000;59.910426
69.356000;59.911221
69.394000;59.909631
69.432000;48.237690
69.470000;60.065161
69.508000;60.055651
69.546000;60.050101
69.584000;60.043771
69.622000;60.038222
69.660000;60.031892
69.698000;60.025547
69.737000;60.019997
69.775000;60.017627
69.813000;60.013667
69.851000;60.009708
69.889000;60.003363
69.927000;59.989113
69.965000;59.971684
70.003000;59.949500
70.041000;59.938400
70.080000;59.939990
70.118000;59.943155
70.156000;59.948705
70.194000;59.951075
70.232000;59.953460
70.270000;59.953460
70.308000;59.948705
70.346000;59.949500
70.384000;59.950295
70.422000;59.951075
70.460000;59.951870
70.499000;59.951075
70.537000;59.950295
70.575000;59.951075
70.613000;59.951075
70.651000;59.951075
70.689000;59.951075
70.727000;59.951870
70.765000;59.950295
70.803000;59.951870
70.841000;59.951075
70.879000;59.951870
70.917000;59.951075
70.956000;59.950295
70.994000;59.948705
71.031000;59.949500
71.069000;59.951075
71.108000;59.951870
71.146000;59.949500
71.184000;59.949500
71.222000;59.951075
71.260000;59.951870
71.298000;59.952665
71.336000;59.952665
71.374000;59.949500
71.413000;59.950295
71.451000;59.950295
71.489000;59.951075
71.527000;59.949500
71.565000;59.950295
71.603000;59.951075
71.641000;59.949500
71.679000;59.950295
71.717000;59.950295
71.755000;59.951075
71.793000;59.951075
71.831000;59.951870
71.869000;59.953460
71.907000;59.951075
71.945000;59.951870
71.983000;59.949500
72.021000;59.950295
72.060000;59.952665
72.098000;59.951870
72.136000;59.951075
72.174000;59.953460
72.212000;59.951870
72.251000;59.948705
72.289000;59.949500
72.327000;59.951075
72.365000;59.950295
72.403000;59.952665
72.441000;59.950295
72.479000;59.950295
72.517000;59.953460
72.555000;59.951870
72.594000;59.951075
72.632000;59.951075
72.670000;59.950295
72.708000;59.950295
72.746000;59.952665
72.784000;59.951870
72.822000;59.951075
72.860000;59.952665
72.898000;59.952665
72.936000;59.950295
72.974000;59.952665
73.012000;59.952665
73.050000;59.951075
73.089000;59.950295
73.127000;59.951870
73.165000;59.951075
73.203000;59.950295
73.241000;59.950295
73.279000;59.951870
73.317000;59.951870
73.355000;59.949500
73.393000;59.949500
73.431000;59.951075
73.469000;59.950295
73.507000;59.951075
73.545000;59.951075
73.584000;59.951075
73.622000;59.950295
73.660000;59.953460
73.698000;59.949500
73.736000;59.950295
73.774000;59.950295
73.812000;59.952665
73.851000;59.950295
73.889000;59.951075
73.927000;59.948705
73.965000;59.951075
74.003000;59.951075
74.041000;59.951870
74.079000;59.951870
74.117000;59.952665
74.155000;59.951075
74.193000;59.952665
74.231000;59.952665
74.269000;59.951870
74.308000;59.951075
74.346000;59.951870
74.384000;59.954255
74.422000;59.951075
74.460000;39.167598
74.498000;70.082243
74.536000;70.049769
74.574000;70.026790
74.612000;70.006991
74.650000;69.987971
74.688000;69.966582
74.726000;69.947578
74.764000;69.931724
74.802000;69.915884
74.841000;69.904799
74.879000;69.894495
74.917000;69.893700
74.955000;69.896085
74.993000;69.897660
75.031000;69.898455
75.069000;69.899250
75.107000;69.899250
75.145000;69.898455
75.183000;69.898455
75.221000;69.897660
75.259000;69.898455
75.298000;69.898455
75.336000;69.897660
75.374000;69.896865
75.412000;69.899250
75.450000;69.898455
75.488000;69.897660
75.526000;69.896085
75.564000;69.896085
75.602000;69.896865
75.641000;69.896865
75.679000;69.896085
75.717000;69.896865
75.755000;69.897660
75.793000;69.897660
75.831000;69.898455
75.869000;69.898455
75.907000;69.896865
75.945000;69.896865
75.983000;69.896865
76.021000;69.898455
76.059000;69.899250
76.097000;69.898455
76.136000;69.898455
76.174000;69.899250
76.212000;69.896865
76.250000;69.898455
76.288000;69.897660
76.326000;69.898455
76.364000;69.898455
76.402000;69.897660
76.440000;69.897660
76.478000;69.900840
76.516000;69.899250
76.554000;69.896865
76.592000;69.899250
76.630000;69.898455
76.669000;69.896085
76.707000;69.897660
76.745000;69.897660
76.783000;69.899250
76.821000;69.899250
76.859000;69.898455
76.897000;69.898455
76.935000;69.897660
76.973000;69.899250
77.011000;69.899250
77.049000;69.899250
77.087000;69.896085
77.125000;69.894495
77.163000;69.893700
77.201000;69.896085
77.240000;69.897660
77.278000;69.897660
77.316000;69.897660
77.354000;69.897660
77.392000;69.896865
77.431000;69.897660
77.469000;69.896085
77.507000;69.896865
77.545000;69.899250
77.585000;69.897660
77.623000;69.898455
77.661000;69.896865
77.699000;69.896865
77.737000;69.898455
77.775000;69.897660
77.813000;69.898455
77.851000;69.899250
77.889000;69.897660
77.927000;69.900840
77.965000;69.899250
78.003000;69.897660
78.042000;69.897660
78.080000;69.896085
78.118000;69.899250
78.156000;69.900840
78.194000;69.898455
78.232000;69.898455
78.270000;69.897660
78.308000;69.897660
78.346000;69.897660
78.384000;69.899250
78.423000;69.899250
78.461000;69.898455
78.499000;69.899250
78.537000;69.899250
78.575000;69.899250
78.613000;69.900045
78.651000;69.898455
78.689000;69.898455
78.727000;69.897660
78.765000;69.898455
78.803000;69.898455
78.844000;69.899250
78.882000;69.898455
78.920000;69.898455
78.958000;69.898455
78.996000;69.899250
79.034000;69.900045
79.072000;69.900840
79.110000;69.900045
79.148000;69.899250
79.186000;69.900840
79.225000;69.900045
79.263000;69.899250
79.301000;69.898455
79.339000;69.897660
79.377000;69.898455
79.415000;61.037710
79.453000;69.870961
79.491000;70.062669
79.529000;70.048404
79.567000;70.043649
79.605000;70.042074
79.644000;70.040485
79.682000;70.033360
79.720000;70.027810
79.758000;70.023055
79.796000;70.019890
79.834000;70.015930
79.872000;70.011176
79.910000;70.008011
79.948000;70.005626
79.986000;69.997706
80.024000;69.988991
80.062000;69.968397
80.100000;69.944638
80.138000;69.929579
80.176000;69.929579
80.214000;69.937498
80.253000;69.943048
80.291000;69.943843
80.329000;69.943843
80.367000;69.946213
80.405000;69.947803
80.443000;69.946213
80.481000;69.944638
80.519000;69.946213
80.557000;69.947008
80.595000;69.947803
80.633000;69.948598
80.671000;69.948598
80.709000;69.947008
80.747000;69.947803
80.785000;69.947803
80.823000;69.949378
80.861000;69.948598
80.900000;69.948598
80.938000;69.947803
80.976000;69.947008
81.014000;69.947803
81.052000;69.948598
81.090000;69.947008
81.128000;69.947008
81.166000;69.947803
81.204000;69.947803
81.242000;69.947008
81.281000;69.947008
81.319000;69.948598
81.357000;69.945418
81.395000;69.947803
81.433000;69.947803
81.471000;69.947008
81.509000;69.947803
81.547000;69.948598
81.585000;69.947803
81.623000;69.947008
81.661000;69.947803
81.699000;69.947008
81.737000;69.948598
81.775000;69.948598
81.814000;69.947008
81.852000;69.947008
81.890000;69.948598
81.928000;69.946213
81.966000;69.947008
82.004000;69.949378
82.042000;69.946213
82.080000;69.948598
82.118000;69.947008
82.156000;69.947803
82.194000;69.948598
82.232000;69.947008
82.271000;69.948598
82.309000;69.946213
82.347000;69.947803
82.385000;69.947803
82.423000;69.949378
82.461000;69.946213
82.499000;69.947008
82.537000;69.946213
82.575000;69.947803
82.613000;69.947803
82.651000;69.947008
82.689000;69.946213
82.727000;69.945418
82.765000;69.947008
82.804000;69.948598
82.842000;69.947803
82.880000;69.948598
82.918000;69.947803
82.956000;69.944638
82.994000;69.947803
83.032000;69.947803
83.070000;69.945418
83.108000;69.947803
83.146000;69.946213
83.185000;69.945418
83.223000;69.946213
83.261000;69.947008
83.299000;69.947008
83.337000;69.947008
83.375000;69.946213
83.413000;69.947008
83.451000;69.947008
83.489000;69.947008
83.527000;69.948598
83.565000;69.948598
83.603000;69.946213
83.642000;69.947803
83.680000;69.945418
83.718000;69.947008
83.756000;69.946213
83.794000;69.945418
83.832000;69.946213
83.870000;69.946213
83.908000;69.944638
83.946000;69.944638
83.984000;69.943843
84.022000;69.945418
84.060000;69.948598
84.098000;69.947803
84.137000;69.946213
84.175000;69.947803
84.213000;69.945418
84.251000;69.947008
84.289000;69.944638
84.327000;69.946213
84.365000;69.946213
84.403000;69.947008
84.441000;48.630360
84.479000;80.079736
84.518000;80.040917
84.556000;80.017158
84.595000;79.996564
84.633000;79.980710
84.671000;79.961705
84.709000;79.945866
84.747000;79.932396
84.785000;79.918132
84.823000;79.904662
84.861000;79.892783
84.899000;79.884068
84.937000;79.881698
84.975000;79.887233
85.013000;79.886438
85.051000;79.888823
85.089000;79.889618
85.127000;79.887233
85.165000;79.889618
85.203000;79.887233
85.242000;79.888823
85.280000;79.888823
85.318000;79.889618
85.356000;79.889618
85.394000;79.889618
85.432000;79.889618
85.470000;79.888823
85.508000;79.887233
85.547000;79.886438
85.585000;79.887233
85.623000;79.888823
85.661000;79.887233
85.699000;79.887233
85.737000;79.888028
85.776000;79.888823
85.814000;79.888028
85.852000;79.888028
85.890000;79.889618
85.928000;79.888028
85.966000;79.888823
86.004000;79.890413
86.042000;79.886438
86.080000;79.887233
86.118000;79.889618
86.156000;79.889618
86.195000;79.888028
86.233000;79.888823
86.271000;79.888823
86.309000;79.888028
86.347000;79.887233
86.385000;79.887233
86.423000;79.888823
86.461000;79.888028
86.499000;79.887233
86.537000;79.888028
86.575000;79.888028
86.613000;79.887233
86.651000;79.889618
86.689000;79.888028
86.728000;79.889618
86.766000;79.888823
86.804000;79.887233
86.842000;79.886438
86.880000;79.888028
86.918000;79.886438
86.956000;79.884068
86.994000;79.886438
87.034000;79.888028
87.072000;79.886438
87.110000;79.888028
87.149000;79.887233
87.187000;79.885658
87.225000;79.888028
87.263000;79.887233
87.301000;79.888028
87.339000;79.888028
87.377000;79.888823
87.415000;79.887233
87.453000;79.885658
87.491000;79.888028
87.529000;79.888028
87.567000;79.888028
87.605000;79.887233
87.643000;79.886438
87.681000;79.888028
87.719000;79.888028
87.757000;79.887233
87.795000;79.887233
87.833000;79.886438
87.871000;79.884863
87.909000;79.888028
87.948000;79.887233
87.986000;79.888028
88.024000;79.888028
88.062000;79.889618
88.100000;79.887233
88.138000;79.886438
88.176000;79.888028
88.214000;79.889618
88.252000;79.889618
88.290000;79.888823
88.328000;79.889618
88.366000;79.888823
88.404000;79.887233
88.442000;79.888028
88.480000;79.888028
88.519000;79.887233
88.557000;79.886438
88.595000;79.885658
88.633000;79.889618
88.671000;79.888823
88.709000;79.888028
88.747000;79.888823
88.785000;79.889618
88.823000;79.890413
88.861000;79.888823
88.899000;79.888028
88.937000;79.888028
88.975000;79.889618
89.013000;79.888823
89.051000;79.887233
89.089000;79.890413
89.127000;79.889618
89.165000;79.890413
89.203000;79.889618
89.242000;79.888823
89.280000;79.888823
89.318000;79.888028
89.356000;79.889618
89.394000;79.890413
89.432000;79.887233
89.470000;58.830916
89.508000;80.072836
89.546000;80.044322
89.584000;80.035608
89.622000;80.035608
89.660000;80.035608
89.698000;80.034018
89.736000;80.028483
89.774000;80.023728
89.812000;80.019768
89.851000;80.015013
89.889000;80.011834
89.927000;80.007874
89.965000;80.005504
90.003000;80.002339
90.041000;79.999159
90.079000;79.995994
90.117000;79.991239
90.155000;79.982525
90.193000;79.958766
90.231000;79.927072
90.269000;79.912027
90.307000;79.914397
90.346000;79.923112
90.384000;79.933416
90.422000;79.938171
90.460000;79.939746
90.498000;79.940541
90.536000;79.942131
90.574000;79.941336
90.612000;79.941336
90.650000;79.938951
90.689000;79.938171
90.727000;79.941336
90.767000;79.941336
90.805000;79.942926
90.843000;79.939746
90.881000;79.938171
90.919000;79.938171
90.957000;79.942131
90.995000;79.940541
91.033000;79.942131
91.071000;79.940541
91.109000;79.940541
91.147000;79.938951
91.185000;79.942131
91.223000;79.942131
91.261000;79.940541
91.300000;79.938951
91.338000;79.938951
91.375000;79.940541
91.413000;79.942131
91.452000;79.938951
91.490000;79.940541
91.528000;79.938951
91.566000;79.939746
91.604000;79.940541
91.642000;79.941336
91.680000;79.939746
91.718000;79.939746
91.756000;79.940541
91.794000;79.940541
91.832000;79.939746
91.870000;79.938951
91.908000;79.939746
91.947000;79.938951
91.985000;79.942131
92.025000;79.940541
92.063000;79.941336
92.101000;79.940541
92.139000;79.940541
92.177000;79.940541
92.215000;79.940541
92.253000;79.939746
92.291000;79.941336
92.329000;79.939746
92.367000;79.938951
92.405000;79.938951
92.443000;79.943706
92.482000;79.943706
92.520000;79.941336
92.558000;79.941336
92.596000;79.938951
92.634000;79.938951
92.672000;79.941336
92.710000;79.940541
92.748000;79.940541
92.786000;79.940541
92.824000;79.940541
92.862000;79.940541
92.900000;79.940541
92.938000;79.940541
92.976000;79.939746
93.014000;79.938951
93.053000;79.938951
93.091000;79.939746
93.129000;79.939746
93.167000;79.941336
93.205000;79.939746
93.243000;79.939746
93.282000;79.939746
93.320000;79.940541
93.358000;79.938951
93.396000;79.939746
93.434000;79.939746
93.472000;79.941336
93.510000;79.942131
93.549000;79.942131
93.587000;79.942131
93.625000;79.941336
93.663000;79.938951
93.701000;79.939746
93.739000;79.941336
93.777000;79.941336
93.815000;79.940541
93.854000;79.939746
93.892000;79.938171
93.930000;79.940541
93.968000;79.940541
94.006000;79.938171
94.044000;79.938951
94.082000;79.939746
94.120000;79.939746
94.158000;79.938171
94.196000;79.938171
94.234000;79.937376
94.272000;79.938951
94.310000;79.939746
94.349000;79.939746
94.387000;79.942131
94.425000;66.796449
94.463000;88.594249
94.501000;90.066145
94.539000;90.014651
94.577000;89.989302
94.615000;89.971078
94.653000;89.953649
94.691000;89.937014
94.729000;89.923545
94.767000;89.913255
94.806000;89.898991
94.844000;89.883946
94.882000;89.874437
94.920000;89.860967
94.958000;89.860172
94.996000;89.860172
95.034000;89.860172
95.072000;89.861762
95.110000;89.863337
95.148000;89.864132
95.186000;89.864132
95.224000;89.863337
95.262000;89.861762
95.300000;89.864927
95.338000;89.864132
95.376000;89.864132
95.414000;89.862557
95.453000;89.864927
95.491000;89.864927
95.529000;89.864132
95.567000;89.864927
95.605000;89.864927
95.644000;89.864132
95.682000;89.863337
95.720000;89.865722
95.758000;89.865722
95.796000;89.865722
95.834000;89.864132
95.872000;89.864927
95.910000;89.865722
95.948000;89.865722
95.986000;89.863337
96.024000;89.863337
96.062000;89.864927
96.100000;89.864132
96.138000;89.866517
96.177000;89.865722
96.215000;89.864927
96.253000;89.863337
96.291000;89.866517
96.329000;89.864132
96.367000;89.864927
96.405000;89.865722
96.443000;89.864927
96.481000;89.866517
96.519000;89.864927
96.558000;89.865722
96.596000;89.865722
96.634000;89.865722
96.672000;89.864927
96.710000;89.866517
96.748000;89.865722
96.786000;89.865722
96.824000;89.865722
96.862000;89.864132
96.900000;89.866517
96.938000;89.866517
96.976000;89.867312
97.014000;89.865722
97.052000;89.865722
97.090000;89.868092
97.128000;89.866517
97.166000;89.865722
97.205000;89.865722
97.243000;89.864927
97.281000;89.864927
97.319000;89.865722
97.357000;89.865722
97.396000;89.865722
97.434000;89.865722
97.472000;89.862557
97.510000;89.864927
97.548000;89.864132
97.586000;89.865722
97.624000;89.864927
97.663000;89.864927
97.701000;89.864927
97.739000;89.866517
97.777000;89.864927
97.815000;89.866517
97.853000;89.866517
97.891000;89.864927
97.929000;89.867312
97.967000;89.865722
98.005000;89.867312
98.043000;89.866517
98.081000;89.866517
98.119000;89.866517
98.157000;89.864927
98.195000;89.866517
98.234000;89.865722
98.272000;89.866517
98.310000;89.865722
98.348000;89.864132
98.386000;89.865722
98.424000;89.864927
98.462000;89.865722
98.500000;89.864927
98.538000;89.865722
98.576000;89.864927
98.614000;89.864132
98.652000;89.865722
98.691000;89.866517
98.729000;89.866517
98.767000;89.865722
98.805000;89.864132
98.843000;89.863337
98.881000;89.867312
98.919000;89.866517
98.957000;89.866517
98.995000;89.865722
99.033000;89.864927
99.071000;89.866517
99.109000;89.864927
99.147000;89.863337
99.185000;89.866517
99.223000;89.864927
99.262000;89.864132
99.300000;89.865722
99.338000;89.866517
99.376000;89.864132
99.414000;89.867312
99.452000;81.263283
99.490000;88.798856
99.528000;90.060835
99.566000;90.027551
99.604000;90.023591
99.642000;90.025181
99.680000;90.024386
99.718000;90.021221
99.756000;90.018056
99.794000;90.015671
99.832000;90.013302
99.871000;90.007752
99.909000;90.003792
99.947000;89.999832
99.985000;89.997447
100.023000;89.994282
100.061000;89.990322
100.099000;89.987157
100.137000;89.984773
100.175000;89.981608
100.213000;89.976853
100.251000;89.966563
100.289000;89.945174
100.327000;89.910315
100.365000;89.892091
100.404000;89.892091
100.442000;89.903176
100.480000;89.911890
100.518000;89.920605
100.556000;89.924565
100.594000;89.927745
100.632000;89.926950
100.670000;89.926950
100.708000;89.928525
100.746000;89.926950
100.784000;89.927745
100.822000;89.928525
100.861000;89.928525
100.899000;89.929320
100.937000;89.928525
100.975000;89.927745
101.013000;89.924565
101.051000;89.926155
101.089000;89.929320
101.127000;89.926155
101.165000;89.928525
101.203000;89.925360
101.241000;89.926155
101.279000;89.927745
101.317000;89.926950
101.356000;89.926950
101.394000;89.928525
101.432000;89.925360
101.470000;89.927745
101.508000;89.930910
101.546000;89.928525
101.584000;89.927745
101.622000;89.926950
101.660000;89.926155
101.698000;89.930115
101.736000;89.928525
101.774000;89.929320
101.812000;89.927745
101.851000;89.926950
101.889000;89.929320
101.927000;89.926950
101.965000;89.929320
102.003000;89.928525
102.041000;89.927745
102.079000;89.927745
102.117000;89.926155
102.155000;89.927745
102.193000;89.926950
102.231000;89.926950
102.269000;89.928525
102.307000;89.927745
102.345000;89.927745
102.383000;89.927745
102.421000;89.927745
102.460000;89.927745
102.498000;89.930115
102.536000;89.928525
102.574000;89.927745
102.612000;89.927745
102.650000;89.927745
102.688000;89.928525
102.726000;89.927745
102.764000;89.927745
102.802000;89.928525
102.840000;89.927745
102.878000;89.926950
102.916000;89.927745
102.955000;89.928525
102.993000;89.928525
103.031000;89.927745
103.069000;89.926155
103.107000;89.927745
103.145000;89.926950
103.183000;89.926155
103.221000;89.926155
103.259000;89.925360
103.297000;89.926950
103.335000;89.927745
103.373000;89.927745
103.411000;89.926950
103.449000;89.926155
103.487000;89.925360
103.525000;89.926950
103.564000;89.926950
103.602000;89.926950
103.640000;89.925360
103.678000;89.925360
103.716000;89.926950
103.754000;89.929320
103.792000;89.927745
103.830000;89.927745
103.868000;89.926950
103.906000;89.927745
103.944000;89.926155
103.982000;89.929320
104.020000;89.926950
104.059000;89.926950
104.097000;89.926155
104.135000;89.925360
104.173000;89.926155
104.211000;89.926950
104.249000;89.926950
104.287000;89.929320
104.325000;89.926950
104.364000;89.927745
104.402000;89.928525
104.440000;33.475681
104.478000;100.089032
104.516000;100.040719
104.554000;99.997940
104.592000;99.973371
104.630000;99.955162
104.668000;99.940102
104.706000;99.925058
104.744000;99.917123
104.782000;99.908408
104.820000;99.895734
104.858000;99.883059
104.896000;99.867220
104.935000;99.850585
104.973000;99.845036
105.011000;99.846626
105.049000;99.846626
105.087000;99.850585
105.125000;99.852175
105.163000;99.852955
105.201000;99.850585
105.239000;99.850585
105.278000;99.848996
105.316000;99.849791
105.354000;99.851380
105.392000;99.851380
105.430000;99.852955
105.468000;99.849791
105.506000;99.851380
105.544000;99.851380
105.582000;99.852175
105.620000;99.850585
105.658000;99.852955
105.696000;99.852175
105.734000;99.849791
105.773000;99.852175
105.811000;99.852955
105.849000;99.850585
105.887000;99.854545
105.925000;99.852955
105.963000;99.853750
106.001000;99.852175
106.039000;99.849791
106.077000;99.851380
106.115000;99.852175
106.154000;99.849791
106.192000;99.848996
106.230000;99.850585
106.268000;99.854545
106.306000;99.852175
106.344000;99.852175
106.382000;99.851380
106.420000;99.852955
